Year,Month,Anomaly,Unc.
1963,12,0.035,0.052
1964,1,-0.084,0.066
1964,2,-0.129,0.05
1964,3,-0.295,0.055
1964,4,-0.335,0.065
1964,5,-0.278,0.051
1964,6,-0.044,0.053
1964,7,-0.095,0.054
1964,8,-0.283,0.144
1964,9,-0.339,0.06
1964,10,-0.286,0.054
1964,11,-0.256,0.053
1964,12,-0.238,0.048
1965,1,-0.036,0.049
1965,2,-0.17,0.047
1965,3,-0.179,0.051
1965,4,-0.183,0.049
1965,5,-0.078,0.101
1965,6,-0.098,0.097
1965,7,-0.155,0.112
1965,8,-0.06,0.054
1965,9,-0.197,0.059
1965,10,-0.01,0.058
1965,11,-0.065,0.072
1965,12,-0.006,0.054
1966,1,-0.155,0.049
1966,2,-0.043,0.051
1966,3,-0.058,0.063
1966,4,-0.015,0.052
1966,5,-0.096,0.058
1966,6,0.002,0.073
1966,7,0.097,0.071
1966,8,-0.039,0.057
1966,9,0.008,0.054
1966,10,-0.155,0.058
1966,11,-0.031,0.047
1966,12,-0.007,0.056
1967,1,-0.091,0.047
1967,2,-0.23,0.058
1967,3,0.045,0.045
1967,4,0.011,0.05
1967,5,0.212,0.06
1967,6,-0.004,0.058
1967,7,0.025,0.063
1967,8,0.001,0.068
1967,9,-0.031,0.052
1967,10,0.051,0.045
1967,11,-0.102,0.045
1967,12,-0.013,0.038
1968,1,-0.201,0.043
1968,2,-0.155,0.049
1968,3,0.109,0.051
1968,4,-0.042,0.062
1968,5,-0.119,0.057
1968,6,-0.072,0.045
1968,7,-0.183,0.055
1968,8,-0.116,0.049
1968,9,-0.22,0.056
1968,10,0.085,0.077
1968,11,-0.085,0.043
1968,12,-0.055,0.041
1969,1,-0.039,0.049
1969,2,-0.115,0.044
1969,3,-0.036,0.073
1969,4,0.177,0.048
1969,5,0.233,0.046
1969,6,0.116,0.065
1969,7,-0.085,0.044
1969,8,0.002,0.048
1969,9,0.039,0.047
1969,10,0.081,0.054
1969,11,0.076,0.046
1969,12,0.287,0.047
1970,1,0.142,0.034
1970,2,0.165,0.034
1970,3,0.025,0.046
1970,4,0.072,0.055
1970,5,0.005,0.039
1970,6,-0.041,0.038
1970,7,-0.032,0.039
1970,8,-0.097,0.042
1970,9,0.09,0.042
1970,10,0.025,0.048
1970,11,-0.07,0.048
1970,12,-0.112,0.036
1971,1,-0.056,0.035
1971,2,-0.208,0.043
1971,3,-0.232,0.043
1971,4,-0.073,0.039
1971,5,-0.068,0.049
1971,6,-0.129,0.05
1971,7,-0.108,0.044
1971,8,-0.079,0.056
1971,9,-0.045,0.064
1971,10,-0.058,0.039
1971,11,-0.09,0.036
1971,12,-0.121,0.045
1972,1,-0.262,0.041
1972,2,-0.206,0.04
1972,3,-0.005,0.054
1972,4,0.017,0.043
1972,5,0.055,0.042
1972,6,0.043,0.052
1972,7,-0.032,0.057
1972,8,0.177,0.057
1972,9,0.022,0.066
1972,10,0.02,0.065
1972,11,-0.005,0.035
1972,12,0.236,0.032
1973,1,0.247,0.035
1973,2,0.263,0.038
1973,3,0.193,0.039
1973,4,0.307,0.053
1973,5,0.266,0.038
1973,6,0.177,0.04
1973,7,0.056,0.059
1973,8,0.052,0.083
1973,9,0.037,0.051
1973,10,0.084,0.05
1973,11,0.021,0.04
1973,12,0.004,0.037
1974,1,-0.155,0.058
1974,2,-0.301,0.041
1974,3,-0.122,0.053
1974,4,-0.061,0.057
1974,5,-0.024,0.045
1974,6,-0.002,0.04
1974,7,-0.046,0.051
1974,8,0.181,0.06
1974,9,-0.037,0.064
1974,10,-0.039,0.046
1974,11,-0.076,0.041
1974,12,-0.069,0.048
1975,1,0.053,0.039
1975,2,0.13,0.04
1975,3,0.147,0.039
1975,4,0.112,0.044
1975,5,0.21,0.038
1975,6,0.037,0.068
1975,7,-0.046,0.066
1975,8,-0.188,0.078
1975,9,-0.031,0.046
1975,10,-0.069,0.042
1975,11,-0.221,0.04
1975,12,-0.105,0.041
1976,1,-0.036,0.044
1976,2,-0.104,0.051
1976,3,-0.234,0.037
1976,4,-0.057,0.048
1976,5,-0.253,0.051
1976,6,-0.176,0.054
1976,7,-0.059,0.12
1976,8,-0.147,0.11
1976,9,-0.028,0.046
1976,10,-0.192,0.052
1976,11,-0.027,0.049
1976,12,0.166,0.048
1977,1,0.316,0.049
1977,2,0.239,0.045
1977,3,0.192,0.039
1977,4,0.313,0.043
1977,5,0.393,0.053
1977,6,0.356,0.045
1977,7,0.227,0.044
1977,8,0.284,0.057
1977,9,0.089,0.045
1977,10,0.116,0.049
1977,11,0.188,0.039
1977,12,0.097,0.061
1978,1,0.139,0.04
1978,2,0.196,0.038
1978,3,0.195,0.036
1978,4,0.226,0.043
1978,5,0.18,0.045
1978,6,0.03,0.04
1978,7,0.091,0.062
1978,8,-0.179,0.043
1978,9,0.119,0.05
1978,10,0.003,0.047
1978,11,0.156,0.047
1978,12,0.149,0.073
1979,1,0.18,0.051
1979,2,-0.069,0.037
1979,3,0.191,0.036
1979,4,0.243,0.035
1979,5,0.081,0.034
1979,6,0.098,0.044
1979,7,0.03,0.043
1979,8,0.169,0.041
1979,9,0.277,0.039
1979,10,0.246,0.036
1979,11,0.263,0.032
1979,12,0.501,0.044
1980,1,0.378,0.054
1980,2,0.466,0.042
1980,3,0.37,0.033
1980,4,0.426,0.036
1980,5,0.389,0.04
1980,6,0.217,0.047
1980,7,0.303,0.051
1980,8,0.267,0.067
1980,9,0.202,0.041
1980,10,0.161,0.04
1980,11,0.263,0.041
1980,12,0.232,0.042
1981,1,0.575,0.04
1981,2,0.42,0.033
1981,3,0.45,0.034
1981,4,0.329,0.037
1981,5,0.28,0.041
1981,6,0.371,0.06
1981,7,0.378,0.05
1981,8,0.424,0.057
1981,9,0.218,0.043
1981,10,0.144,0.056
1981,11,0.199,0.037
1981,12,0.489,0.046
1982,1,0.13,0.055
1982,2,0.156,0.039
1982,3,-0.012,0.039
1982,4,0.108,0.054
1982,5,0.197,0.059
1982,6,0.109,0.051
1982,7,0.133,0.056
1982,8,0.078,0.048
1982,9,0.138,0.051
1982,10,0.127,0.046
1982,11,0.093,0.059
1982,12,0.434,0.049
1983,1,0.487,0.038
1983,2,0.443,0.034
1983,3,0.367,0.037
1983,4,0.349,0.042
1983,5,0.386,0.049
1983,6,0.234,0.047
1983,7,0.167,0.048
1983,8,0.359,0.051
1983,9,0.408,0.058
1983,10,0.162,0.054
1983,11,0.26,0.059
1983,12,0.232,0.045
1984,1,0.287,0.036
1984,2,0.14,0.039
1984,3,0.288,0.039
1984,4,0.175,0.059
1984,5,0.386,0.044
1984,6,0.093,0.073
1984,7,0.045,0.067
1984,8,0.151,0.043
1984,9,0.219,0.04
1984,10,0.107,0.05
1984,11,-0.017,0.048
1984,12,-0.031,0.037
1985,1,0.286,0.04
1985,2,0.039,0.042
1985,3,0.176,0.039
1985,4,0.174,0.043
1985,5,0.212,0.037
1985,6,0.179,0.078
1985,7,-0.02,0.056
1985,8,0.198,0.061
1985,9,0.148,0.047
1985,10,0.133,0.051
1985,11,0.066,0.05
1985,12,0.213,0.049
1986,1,0.239,0.053
1986,2,0.426,0.042
1986,3,0.262,0.033
1986,4,0.328,0.036
1986,5,0.284,0.038
1986,6,0.116,0.043
1986,7,0.1,0.044
1986,8,0.182,0.036
1986,9,0.096,0.05
1986,10,0.159,0.04
1986,11,0.082,0.046
1986,12,0.186,0.041
1987,1,0.347,0.043
1987,2,0.399,0.033
1987,3,0.222,0.036
1987,4,0.299,0.041
1987,5,0.323,0.034
1987,6,0.385,0.034
1987,7,0.435,0.042
1987,8,0.322,0.046
1987,9,0.35,0.052
1987,10,0.323,0.05
1987,11,0.205,0.036
1987,12,0.517,0.039
1988,1,0.559,0.04
1988,2,0.429,0.037
1988,3,0.466,0.036
1988,4,0.506,0.04
1988,5,0.457,0.046
1988,6,0.445,0.041
1988,7,0.328,0.045
1988,8,0.418,0.043
1988,9,0.391,0.043
1988,10,0.32,0.065
1988,11,0.058,0.04
1988,12,0.297,0.043
1989,1,0.075,0.036
1989,2,0.355,0.036
1989,3,0.301,0.037
1989,4,0.343,0.05
1989,5,0.129,0.046
1989,6,0.155,0.046
1989,7,0.326,0.057
1989,8,0.335,0.054
1989,9,0.349,0.038
1989,10,0.333,0.043
1989,11,0.14,0.041
1989,12,0.454,0.046
1990,1,0.421,0.042
1990,2,0.393,0.042
1990,3,0.74,0.036
1990,4,0.652,0.034
1990,5,0.553,0.034
1990,6,0.406,0.039
1990,7,0.462,0.048
1990,8,0.345,0.042
1990,9,0.313,0.061
1990,10,0.438,0.047
1990,11,0.39,0.056
1990,12,0.43,0.05
1991,1,0.443,0.056
1991,2,0.522,0.038
1991,3,0.383,0.039
1991,4,0.604,0.038
1991,5,0.448,0.043
1991,6,0.544,0.041
1991,7,0.511,0.043
1991,8,0.445,0.045
1991,9,0.45,0.041
1991,10,0.348,0.048
1991,11,0.297,0.045
1991,12,0.394,0.042
1992,1,0.501,0.046
1992,2,0.445,0.042
1992,3,0.465,0.069
1992,4,0.342,0.077
1992,5,0.345,0.061
1992,6,0.281,0.046
1992,7,0.119,0.061
1992,8,0.11,0.054
1992,9,-0.033,0.058
1992,10,0.051,0.081
1992,11,0.004,0.045
1992,12,0.26,0.049
1993,1,0.403,0.067
1993,2,0.43,0.039
1993,3,0.382,0.04
1993,4,0.368,0.038
1993,5,0.355,0.046
1993,6,0.309,0.042
1993,7,0.275,0.051
1993,8,0.201,0.05
1993,9,0.201,0.056
1993,10,0.287,0.053
1993,11,0.115,0.036
1993,12,0.241,0.045
1994,1,0.304,0.05
1994,2,0.105,0.041
1994,3,0.37,0.039
1994,4,0.455,0.039
1994,5,0.362,0.039
1994,6,0.443,0.047
1994,7,0.284,0.058
1994,8,0.241,0.042
1994,9,0.341,0.044
1994,10,0.446,0.059
1994,11,0.421,0.046
1994,12,0.395,0.047
1995,1,0.53,0.044
1995,2,0.775,0.038
1995,3,0.477,0.038
1995,4,0.586,0.037
1995,5,0.388,0.036
1995,6,0.503,0.05
1995,7,0.534,0.042
1995,8,0.536,0.043
1995,9,0.407,0.053
1995,10,0.51,0.045
1995,11,0.461,0.044
1995,12,0.343,0.039
1996,1,0.333,0.043
1996,2,0.582,0.035
1996,3,0.446,0.039
1996,4,0.463,0.031
1996,5,0.33,0.038
1996,6,0.276,0.033
1996,7,0.361,0.042
1996,8,0.524,0.038
1996,9,0.29,0.056
1996,10,0.204,0.051
1996,11,0.42,0.045
1996,12,0.48,0.047
1997,1,0.37,0.047
1997,2,0.425,0.035
1997,3,0.554,0.04
1997,4,0.501,0.037
1997,5,0.448,0.038
1997,6,0.619,0.046
1997,7,0.398,0.046
1997,8,0.455,0.052
1997,9,0.569,0.044
1997,10,0.695,0.046
1997,11,0.7,0.038
1997,12,0.662,0.038
1998,1,0.655,0.04
1998,2,0.885,0.04
1998,3,0.681,0.035
1998,4,0.814,0.039
1998,5,0.773,0.04
1998,6,0.79,0.055
1998,7,0.72,0.049
1998,8,0.753,0.039
1998,9,0.501,0.045
1998,10,0.486,0.057
1998,11,0.48,0.038
1998,12,0.66,0.042
1999,1,0.506,0.043
1999,2,0.69,0.039
1999,3,0.386,0.035
1999,4,0.418,0.037
1999,5,0.354,0.041
1999,6,0.44,0.055
1999,7,0.391,0.046
1999,8,0.366,0.037
1999,9,0.467,0.046
1999,10,0.394,0.053
1999,11,0.388,0.042
1999,12,0.489,0.038
2000,1,0.334,0.047
2000,2,0.596,0.038
2000,3,0.568,0.035
2000,4,0.644,0.039
2000,5,0.42,0.04
2000,6,0.446,0.039
2000,7,0.385,0.045
2000,8,0.483,0.038
2000,9,0.459,0.052
2000,10,0.276,0.054
2000,11,0.335,0.039
2000,12,0.354,0.038
2001,1,0.516,0.039
2001,2,0.499,0.042
2001,3,0.608,0.039
2001,4,0.617,0.036
2001,5,0.608,0.036
2001,6,0.564,0.05
2001,7,0.572,0.046
2001,8,0.485,0.039
2001,9,0.553,0.051
2001,10,0.504,0.044
2001,11,0.708,0.036
2001,12,0.676,0.036
2002,1,0.773,0.039
2002,2,0.727,0.037
2002,3,0.939,0.043
2002,4,0.691,0.034
2002,5,0.697,0.032
2002,6,0.57,0.039
2002,7,0.599,0.042
2002,8,0.569,0.045
2002,9,0.687,0.039
2002,10,0.612,0.054
2002,11,0.581,0.037
2002,12,0.576,0.045
2003,1,0.805,0.041
2003,2,0.612,0.037
2003,3,0.593,0.04
2003,4,0.64,0.039
2003,5,0.669,0.036
2003,6,0.496,0.036
2003,7,0.559,0.055
2003,8,0.662,0.043
2003,9,0.69,0.047
2003,10,0.744,0.055
2003,11,0.535,0.045
2003,12,0.794,0.04
2004,1,0.65,0.041
2004,2,0.733,0.037
2004,3,0.638,0.039
2004,4,0.705,0.034
2004,5,0.433,0.032
2004,6,0.44,0.039
2004,7,0.25,0.036
2004,8,0.472,0.042
2004,9,0.551,0.034
2004,10,0.631,0.039
2004,11,0.699,0.045
2004,12,0.554,0.052
2005,1,0.792,0.044
2005,2,0.683,0.038
2005,3,0.784,0.037
2005,4,0.768,0.037
2005,5,0.706,0.042
2005,6,0.698,0.042
2005,7,0.607,0.041
2005,8,0.642,0.035
2005,9,0.748,0.045
2005,10,0.821,0.041
2005,11,0.724,0.047
2005,12,0.772,0.045
2006,1,0.644,0.048
2006,2,0.828,0.039
2006,3,0.699,0.031
2006,4,0.618,0.034
2006,5,0.563,0.04
2006,6,0.677,0.042
2006,7,0.47,0.042
2006,8,0.742,0.052
2006,9,0.646,0.047
2006,10,0.705,0.039
2006,11,0.704,0.044
2006,12,0.843,0.047
2007,1,0.991,0.037
2007,2,0.768,0.036
2007,3,0.697,0.032
2007,4,0.878,0.038
2007,5,0.719,0.031
2007,6,0.617,0.033
2007,7,0.641,0.052
2007,8,0.638,0.036
2007,9,0.61,0.043
2007,10,0.637,0.048
2007,11,0.593,0.043
2007,12,0.518,0.038
2008,1,0.31,0.039
2008,2,0.367,0.036
2008,3,0.687,0.034
2008,4,0.605,0.036
2008,5,0.573,0.037
2008,6,0.515,0.058
2008,7,0.576,0.038
2008,8,0.488,0.039
2008,9,0.684,0.043
2008,10,0.713,0.041
2008,11,0.67,0.047
2008,12,0.598,0.04
2009,1,0.713,0.038
2009,2,0.592,0.034
2009,3,0.523,0.035
2009,4,0.659,0.056
2009,5,0.672,0.046
2009,6,0.698,0.041
2009,7,0.783,0.04
2009,8,0.744,0.039
2009,9,0.745,0.041
2009,10,0.721,0.04
2009,11,0.784,0.042
2009,12,0.784,0.036
2010,1,0.829,0.046
2010,2,0.911,0.038
2010,3,0.932,0.034
2010,4,0.987,0.044
2010,5,0.817,0.042
2010,6,0.694,0.047
2010,7,0.606,0.05
2010,8,0.695,0.043
2010,9,0.682,0.043
2010,10,0.745,0.047
2010,11,0.776,0.033
2010,12,0.571,0.043
2011,1,0.61,0.04
2011,2,0.573,0.041
2011,3,0.7,0.034
2011,4,0.722,0.037
2011,5,0.589,0.044
2011,6,0.678,0.035
2011,7,0.779,0.038
2011,8,0.811,0.044
2011,9,0.597,0.046
2011,10,0.668,0.044
2011,11,0.562,0.038
2011,12,0.641,0.048
2012,1,0.478,0.046
2012,2,0.527,0.039
2012,3,0.521,0.04
2012,4,0.777,0.032
2012,5,0.822,0.045
2012,6,0.696,0.046
2012,7,0.563,0.037
2012,8,0.743,0.051
2012,9,0.778,0.044
2012,10,0.848,0.048
2012,11,0.806,0.042
2012,12,0.61,0.048
2013,1,0.738,0.056
2013,2,0.608,0.043
2013,3,0.681,0.04
2013,4,0.641,0.035
2013,5,0.677,0.033
2013,6,0.678,0.041
2013,7,0.581,0.043
2013,8,0.723,0.038
2013,9,0.792,0.039
2013,10,0.699,0.04
2013,11,0.836,0.047
2013,12,0.738,0.044
2014,1,0.787,0.051
2014,2,0.58,0.042
2014,3,0.782,0.051
2014,4,0.86,0.042
2014,5,0.899,0.039
2014,6,0.679,0.044
2014,7,0.577,0.041
2014,8,0.885,0.062
2014,9,0.907,0.045
2014,10,0.85,0.035
2014,11,0.629,0.048
2014,12,0.814,0.043
2015,1,0.859,0.048
2015,2,0.89,0.037
2015,3,0.907,0.037
2015,4,0.86,0.045
2015,5,0.863,0.036
2015,6,0.823,0.04
2015,7,0.73,0.04
2015,8,0.863,0.048
2015,9,0.886,0.038
2015,10,1.087,0.05
2015,11,1.02,0.036
2015,12,1.186,0.039
2016,1,1.247,0.045
2016,2,1.326,0.04
2016,3,1.32,0.038
2016,4,1.178,0.041
2016,5,1.047,0.042
2016,6,0.831,0.035
2016,7,0.833,0.038
2016,8,1.032,0.044
2016,9,0.917,0.039
2016,10,0.955,0.039
2016,11,0.957,0.042
2016,12,0.972,0.034
2017,1,1.087,0.042
2017,2,1.172,0.042
2017,3,1.214,0.04
2017,4,1.044,0.035
2017,5,0.982,0.04
2017,6,0.724,0.04
2017,7,0.808,0.045
2017,8,0.893,0.046
2017,9,0.777,0.041
2017,10,0.917,0.035
2017,11,0.852,0.039
2017,12,0.994,0.043
2018,1,0.873,0.044
2018,2,0.916,0.035
2018,3,0.921,0.034
2018,4,0.987,0.034
2018,5,0.845,0.068
2018,6,0.798,0.058
2018,7,0.804,0.036
2018,8,0.821,0.056
2018,9,0.8,0.048
2018,10,1.002,0.054
2018,11,0.815,0.039
2018,12,0.974,0.038
2019,1,0.946,0.044
2019,2,0.98,0.037
2019,3,1.211,0.038
2019,4,1.111,0.039
2019,5,0.924,0.041
2019,6,0.877,0.043
2019,7,0.943,0.039
2019,8,0.991,0.05
2019,9,0.937,0.056
2019,10,1.103,0.051
2019,11,1.001,0.051
2019,12,1.153,0.052
2020,1,1.192,0.058
2020,2,1.216,0.039
2020,3,1.169,0.032
2020,4,1.226,0.046
2020,5,1.038,0.04
2020,6,0.912,0.043
2020,7,0.923,0.037
2020,8,0.946,0.05
2020,9,0.999,0.052
2020,10,0.92,0.052
2020,11,1.081,0.076
2020,12,0.859,0.055
2021,1,0.886,0.05
2021,2,0.691,0.041
2021,3,0.862,0.039
2021,4,0.88,0.045
2021,5,0.863,0.038
2021,6,0.836,0.039
2021,7,0.902,0.045
2021,8,0.896,0.046
2021,9,0.981,0.042
2021,10,1.05,0.039
2021,11,0.925,0.048
2021,12,0.885,0.05
2022,1,0.937,0.048
2022,2,0.877,0.041
2022,3,1.071,0.037
2022,4,0.932,0.04
2022,5,0.888,0.035
2022,6,0.961,0.041
2022,7,0.921,0.056
2022,8,0.971,0.054
2022,9,0.9,0.044
2022,10,1.058,0.055
